combo_id,strategy_name,strategy_description,holding_period,selection_count,factor_long_term_low_volume,factor_rolling_pe,factor_turnover_rate,factor_oversold,cumulative_nav,annual_return,max_drawdown,return_drawdown_ratio,win_rate,return_std_dev
100,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 36,5D,5,30,,30,36,17.07,19.14%,-47.38%,0.4,53.27%,2.01%
101,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 36,5D,5,30,,30,36,16.33,18.81%,-50.13%,0.38,53.17%,2.02%
102,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 36,5D,5,30,,30,36,16.09,18.70%,-50.65%,0.37,53.40%,2.00%
103,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 36,5D,5,30,,16,36,15.91,18.62%,-50.21%,0.37,53.32%,2.00%
104,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 36,5D,5,30,,30,36,12.75,17.01%,-51.81%,0.33,53.27%,2.00%
105,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 36,5D,5,30,,30,36,14.09,17.73%,-54.93%,0.32,53.09%,2.01%
106,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 36,5D,5,30,,30,36,16.24,18.77%,-55.89%,0.34,52.89%,2.00%
107,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 36,5D,5,30,,20,36,20.71,20.56%,-49.27%,0.42,52.84%,2.01%
108,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 36,5D,5,30,,21,36,26.3,22.35%,-50.29%,0.44,53.24%,2.00%
109,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 36,5D,5,30,,22,36,28.7,23.02%,-52.08%,0.44,53.55%,2.00%
110,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 36,5D,5,30,,30,36,23.85,21.62%,-54.61%,0.4,53.35%,1.99%
111,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 36,5D,5,30,,24,36,20.91,20.63%,-53.80%,0.38,53.55%,1.99%
112,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 36,5D,5,30,,30,36,19.42,20.09%,-52.70%,0.38,53.37%,1.99%
113,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 37,5D,5,30,,10,37,28.82,23.05%,-54.21%,0.43,53.80%,2.00%
114,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 37,5D,5,30,,11,37,16.96,19.09%,-54.32%,0.35,53.32%,2.01%
115,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 37,5D,5,30,,12,37,13.88,17.62%,-48.88%,0.36,52.86%,2.09%
116,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 37,5D,5,30,,30,37,23.76,21.59%,-53.85%,0.4,53.40%,2.02%
117,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 37,5D,5,30,,30,37,23.41,21.48%,-55.25%,0.39,52.99%,2.01%
118,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 37,5D,5,30,,30,37,20.73,20.57%,-51.64%,0.4,52.94%,1.99%
119,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 37,5D,5,30,,16,37,15.33,18.35%,-53.44%,0.34,52.89%,1.99%
120,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 37,5D,5,30,,30,37,15.82,18.58%,-54.44%,0.34,53.12%,2.00%
121,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 37,5D,5,30,,30,37,11.51,16.27%,-54.63%,0.3,52.71%,2.00%
122,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 37,5D,5,30,,30,37,16.74,18.99%,-54.99%,0.35,52.66%,2.00%
123,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 37,5D,5,30,,20,37,20.37,20.44%,-54.79%,0.37,52.66%,2.00%
124,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 37,5D,5,30,,21,37,23.65,21.56%,-56.83%,0.38,53.04%,2.00%
125,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 37,5D,5,30,,22,37,25.72,22.19%,-56.74%,0.39,52.91%,2.00%
126,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 37,5D,5,30,,30,37,19.67,20.18%,-56.35%,0.36,53.14%,1.99%
127,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 37,5D,5,30,,30,37,23.62,21.55%,-55.49%,0.39,53.22%,1.99%
128,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 37,5D,5,30,,30,37,23.07,21.37%,-55.66%,0.38,53.45%,2.00%
129,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 250,5D,5,30,,10,250,24.89,21.94%,-55.22%,0.4,53.78%,2.00%
130,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 250,5D,5,30,,11,250,20.73,20.57%,-54.33%,0.38,53.27%,2.02%
131,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 250,5D,5,30,,12,250,54.57,27.99%,-46.15%,0.61,53.45%,2.09%
132,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,24.85,21.93%,-51.59%,0.43,53.45%,2.02%
133,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,26.98,22.55%,-51.48%,0.44,53.35%,2.02%
134,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,26.88,22.52%,-52.63%,0.43,53.65%,2.01%
135,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 250,5D,5,30,,16,250,26.0,22.27%,-55.62%,0.4,53.68%,2.01%
136,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,19.23,20.02%,-54.20%,0.37,53.17%,2.01%
137,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,20.5,20.49%,-53.97%,0.38,53.12%,2.00%
138,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,21.43,20.82%,-53.75%,0.39,53.04%,2.00%
139,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,20.34,20.43%,-55.76%,0.37,52.76%,2.01%
140,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 250,5D,5,30,,21,250,25.08,22.00%,-56.55%,0.39,52.94%,2.01%
141,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 250,5D,5,30,,22,250,28.6,22.99%,-57.27%,0.4,53.01%,2.00%
142,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,24.81,21.92%,-55.54%,0.39,53.55%,2.01%
143,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 250,5D,5,30,,24,250,27.22,22.62%,-54.73%,0.41,53.90%,2.00%
144,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,33.32,24.15%,-53.30%,0.45,54.03%,2.01%
145,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 250,5D,5,30,,10,250,43.83,26.27%,-52.02%,0.51,54.16%,2.01%
146,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 250,5D,5,30,,11,250,22.12,21.05%,-55.19%,0.38,53.37%,2.03%
147,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 250,5D,5,30,,12,250,31.51,23.73%,-53.28%,0.45,53.40%,2.03%
148,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,34.0,24.31%,-54.23%,0.45,53.70%,2.02%
149,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,30.32,23.43%,-51.32%,0.46,53.73%,2.01%
150,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,28.92,23.07%,-53.04%,0.43,53.63%,2.01%
151,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 250,5D,5,30,,16,250,60.83,28.85%,-47.92%,0.6,53.22%,2.16%
152,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,27.94,22.81%,-52.21%,0.44,53.32%,2.02%
153,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,24.85,21.93%,-53.59%,0.41,53.27%,2.00%
154,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,21.88,20.98%,-54.92%,0.38,52.79%,2.00%
155,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 250,5D,5,30,,20,250,23.73,21.58%,-54.64%,0.4,52.68%,2.00%
156,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 250,5D,5,30,,21,250,29.67,23.27%,-56.50%,0.41,53.47%,2.01%
157,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 250,5D,5,30,,22,250,22.61,21.22%,-59.35%,0.36,53.35%,2.00%
158,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,24.93,21.95%,-55.55%,0.4,53.65%,2.00%
159,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 250,5D,5,30,,24,250,28.04,22.84%,-54.98%,0.42,53.85%,2.01%
160,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,9.75,15.09%,-55.22%,0.27,51.90%,2.12%
161,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 250,5D,5,30,,10,250,36.05,24.76%,-54.21%,0.46,54.11%,2.01%
162,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 250,5D,5,30,,11,250,33.63,24.23%,-52.36%,0.46,53.29%,2.02%
163,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 250,5D,5,30,,12,250,32.55,23.98%,-50.78%,0.47,53.35%,2.01%
164,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,45.0,26.48%,-50.55%,0.52,53.60%,2.01%
165,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,48.19,27.01%,-49.53%,0.55,53.63%,2.01%
166,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,38.05,25.18%,-50.56%,0.5,53.45%,2.00%
167,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 250,5D,5,30,,16,250,37.28,25.02%,-50.19%,0.5,53.55%,2.00%
168,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,27.82,22.78%,-49.88%,0.46,52.94%,2.00%
169,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,24.3,21.76%,-51.46%,0.42,52.76%,1.99%
170,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,23.06,21.37%,-53.60%,0.4,52.45%,2.00%
171,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 250,5D,5,30,,20,250,26.91,22.53%,-50.30%,0.45,52.45%,2.00%
172,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 250,5D,5,30,,21,250,30.88,23.57%,-51.47%,0.46,52.99%,2.00%
173,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 250,5D,5,30,,22,250,36.44,24.84%,-47.81%,0.52,53.24%,2.00%
174,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,34.46,24.41%,-50.27%,0.49,53.55%,1.99%
175,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 250,5D,5,30,,24,250,34.27,24.37%,-49.71%,0.49,53.63%,2.00%
176,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,32.24,23.90%,-49.93%,0.48,53.45%,1.99%
177,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 250,5D,5,30,,10,250,43.31,26.18%,-49.36%,0.53,54.29%,1.99%
178,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 250,5D,5,30,,11,250,47.09,26.83%,-47.58%,0.56,53.68%,2.01%
179,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 250,5D,5,30,,12,250,39.47,25.46%,-47.91%,0.53,53.60%,2.01%
180,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,41.66,25.88%,-49.25%,0.53,53.78%,2.01%
181,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,54.55,27.99%,-47.85%,0.58,53.90%,2.01%
182,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,38.46,25.26%,-48.48%,0.52,53.50%,2.00%
183,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 250,5D,5,30,,16,250,29.26,23.16%,-49.18%,0.47,53.52%,1.99%
184,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,32.29,23.91%,-49.87%,0.48,53.12%,2.00%
185,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,25.92,22.25%,-48.33%,0.46,52.68%,1.99%
186,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 41,5D,5,30,,30,41,28.33,22.92%,-46.81%,0.49,52.81%,2.00%
187,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 250,5D,5,30,,20,250,33.64,24.23%,-49.47%,0.49,52.91%,2.01%
188,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 250,5D,5,30,,21,250,37.63,25.09%,-50.93%,0.49,53.40%,2.01%
189,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 41,5D,5,30,,22,41,41.65,25.88%,-52.76%,0.49,53.52%,2.00%
190,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,37.14,24.99%,-53.06%,0.47,53.60%,1.99%
191,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 250,5D,5,30,,24,250,42.93,26.11%,-51.54%,0.51,53.90%,2.00%
192,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,35.39,24.62%,-49.48%,0.5,54.01%,1.98%
193,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 42,5D,5,30,,10,42,45.79,26.61%,-50.18%,0.53,54.01%,1.99%
194,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 42,5D,5,30,,11,42,44.16,26.33%,-48.90%,0.54,53.93%,2.02%
195,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 42,5D,5,30,,12,42,35.32,24.60%,-48.28%,0.51,53.63%,2.02%
196,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 42,5D,5,30,,30,42,33.18,24.12%,-49.05%,0.49,53.85%,2.02%
197,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 42,5D,5,30,,30,42,48.91,27.13%,-48.68%,0.56,53.85%,2.02%
198,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 42,5D,5,30,,30,42,35.01,24.53%,-50.30%,0.49,53.55%,2.01%
